system:index,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,District,.geo
0,0.48702920722604154,1.910544616617391,3.7256945921083013,1.9228215447218187,1.188409997918407,0.21089233234774726,0.7860720097230586,0.9978126475861351,3.507034332871503,7.599060372941069,5.279267659415418,12.695012903644578,3.305147132884037,0.14983783711191162,0.7596542315672611,0.0925951210122367,0.05377003534233274,0.5431253679161453,1.9278252042983806,4.819610853834051,0.34357268680067965,7.1754056310475365,9.670424913770526,14.820055151049866,4.910103117242988,2.621415685370425,1.7550417102197313,3.899312402495229,1.1294494071933623,2.412183592115011,4.319195654168894,1.254293567426859,1.5737208828644538,10.773203617944683,9.891411298355086,11.326459410035971,3.848299360077715,3.792179137951488,0.38987416428477123,2.0019819908544187,6.017215118192011,2.2472564367139456,6.472736714170284,3.888864703104263,5.384904638373407,10.405853755710393,5.574537852555995,10.181503806183457,10.3726422590443,4.577995424969727,4.961163722964461,1.6142319477676588,1.0553782345844536,3.1538225228471726,2.9545250048682457,1.860095619028008,2.8382489541668807,3.7280358257996764,5.456004503405531,7.742623770908266,9.426022275294162,2.30965501496286,4.272226052156239,2.2353432279927383,2.6292977641889776,1.1768151835495873,6.13593368444378,3.0803092398152976,10.863065807468232,3.412272563471829,11.400917244327667,7.859643487856246,3.918732219717846,Nicobar Islands,
1,6.771759713024078,0.4825296770102923,1.0100640135487922,1.050652546712304,0.08190358393604488,0.1556662557960394,4.8042456316036235,1.6108001764521427,9.476968597474823,12.654234355119769,12.100580277926147,14.785314472054703,10.272466798201881,0.5965881189832072,0.4933777962488243,0.0890320237955071,0.34648223350973345,0.5334886036592464,6.029087087078515,5.896811521020298,3.8912365409137486,15.228617588194064,11.92101723812662,15.940911508679875,14.266117357699828,4.8683440022580955,3.733012012646667,1.4764111562012738,1.3035836523608932,6.026018465064855,8.330708773104307,5.080711822719453,10.818293435384245,10.936929987929098,11.720723056650373,13.855710936203295,11.154408395944918,2.5855910650532477,0.6710234082782093,0.9592716100691137,2.3222929701407216,2.7924919894412206,9.827670930926859,7.933191301646585,11.734017960105229,12.016228775033301,8.680957494038996,12.35204501515576,12.993855096474077,8.928536312405326,1.4081031819542162,0.4987045518696907,2.353299187100256,1.2139629819278377,5.14451232399108,10.612782000746021,8.190243784813418,8.741500722687773,9.655902991034026,15.813654048824905,14.31990036978338,4.079176802499812,2.107042057738431,2.9579311978462397,1.4613596744429374,1.3740011092088409,5.8496304292013726,6.220145331890285,15.425079183610825,11.739035215253098,15.005736680628575,12.933957251488168,12.68802182105979,North and Middle Andaman,
2,2.938356504840902,0.4542705610474087,2.0110380588165286,1.346324815591832,0.21293038764179278,0.014377485831598228,2.7948364923432045,2.1862394304077704,6.345242707109593,10.791897086473243,9.468821626074137,14.086995920099934,8.467365927824208,0.43852771704697624,0.0087835017709023,0.0249673947261907,0.2654554520830688,1.2728444028205055,5.048642413445151,5.607259318638556,3.0571852713319134,13.006773928089332,11.799738132114342,15.792400860637196,11.912765014008658,3.143423754944062,3.5841728911903226,2.7499595639375096,1.526283046125515,6.507839073150247,8.870726894439423,5.297391262496733,8.037259563227416,9.998536017288512,11.609828685224437,14.941262772864546,9.31453575849771,3.3151405241934113,0.3833859462393678,1.0302730006240965,3.4333444055820093,2.8333103209400656,10.142048928819149,6.840630234497663,11.36338804496967,11.356944706347425,8.614705077112571,12.874295919389853,11.699148594048005,7.462507682851899,1.5246257593103567,0.9937203781186092,3.0867750011243316,1.6187893166739398,7.273592371352203,6.5344033964714905,6.917558561280973,7.480293632878466,9.219524819063425,13.168112239463547,13.499085947738505,3.243065313906169,1.8667629768200829,2.930599092812021,0.7956590210291206,1.7185220047134677,5.8008494334612015,5.893167922880372,15.042718628913734,8.96805511612845,13.222414123665764,11.793123186787815,11.67536627182664,South Andaman,
3,2.906965969680637,1.220637616670179,1.8882734138952084,0.48702028012819454,2.3040360190061113,3.335715804513026,5.530287960032301,12.488868439410105,12.73641993390948,14.626580774274396,10.0657053437342,11.177591992713623,13.529613693332351,2.9075945391907205,2.3303401264914005,0.10212340263533928,1.5257658034233565,2.212220056854962,5.347477701636534,10.432773690827073,13.1941834594432,14.728636784598553,11.591163292404532,12.671107605642058,8.575050590863228,4.197956987115068,5.299552246073359,1.9242531037276118,2.043074043583835,5.716954109026541,8.84214089813093,9.145067128239399,9.0510351714239,12.82038505993455,14.299122957541842,12.295361160942319,10.367540976783133,4.036235711897434,1.0305356869038647,3.923564308168112,4.153133933898794,3.0371557421096105,10.264333996098072,6.270424533275144,12.84850090638492,13.95753553042418,10.457024173469904,10.315342220414216,11.463977018092987,5.398489214579693,1.4264214869266785,1.6913541603880078,3.6471272321678403,3.1167501356190583,10.072043264194996,14.019036438183425,15.840064301983592,14.774419773306667,12.356106813426534,13.143814799449766,7.8218588556638675,4.541348250676237,2.847646501460452,4.065249648018744,1.4504897698177102,1.9546998995349032,9.330624470015707,9.20834443449459,15.877722418678163,15.239528177250575,11.059242259112043,9.356383303513226,8.634136713819386,Anantapur,
4,3.607718754969387,2.419401015916706,0.8710876756914516,0.2404396578037185,0.41587214408159723,1.5586536463873883,2.6934620240292273,11.846705050185115,10.651856676954603,13.09798725527235,8.119886792676882,11.746449524548641,12.266738022645912,3.8432700283330776,1.1967046284224876,0.34300031897747535,1.536984297623167,1.8935622473134555,5.086636343499701,8.295803524872948,7.787630672198984,11.167940983231723,9.04420103016292,9.853390643056745,10.212495419189878,5.178948049160661,6.164249654701441,2.713022809857255,3.466125123521776,6.645639646681702,7.53962628086954,6.367302216003067,4.868481307951363,10.644392791546544,13.884546588050199,11.955077662110735,8.840530571069687,5.07315118813645,1.0973868528170485,3.0013666981895226,4.567549275146364,4.329099649374725,9.515394677606281,2.7888815262681708,10.11471423398704,10.983601621192891,10.128696631804148,8.245437887963016,11.223284855630718,5.330018841852479,2.628545328385906,1.0880442182130867,2.2495097400599247,1.9628295332525505,7.993663876472961,11.301191463650534,15.982849571661093,12.888978156760142,10.91027335525878,12.077474723144157,8.871088800391677,4.909811415894479,2.2011786858065707,4.115066765015466,0.47368629549686087,3.3014284004919996,7.058641180960239,6.331401285844772,13.879426452886184,14.917839400934723,11.931580425592816,10.082270569751298,10.881926598941003,Chittoor,
5,6.669876099572467,3.9593893624309535,0.05313362720223062,0.2999369909747712,0.6559727142772435,0.37477958750091783,8.054869125274529,10.71967410259779,12.81198903686271,13.957659580641385,9.978191515390908,13.442272083797269,13.491589486023939,6.176051547012333,2.256756104838364,1.281975478013321,2.2529938381070904,1.0809576332511042,4.488681716946148,10.994187146765178,10.254125921913026,14.013023510810962,11.210750768775101,11.541375017159721,12.092164838538883,6.746371654513096,5.984044988877091,1.875877070474407,3.478752447283538,6.0694316152872565,10.189780758905846,11.828969254627093,8.912480160818122,13.759591251142735,14.694605171590256,11.027074306911604,10.600551881111741,8.869733365725619,0.7836208580226985,2.5891776044704864,2.7779266609590563,2.8274723680523914,11.48996320359541,7.6831339779741485,10.519242869695212,11.812159745850645,10.264557271739557,8.320163537651478,11.661446228184523,8.124127433263507,3.116859179808712,1.4975580646572277,2.6946317609658563,4.316443623378397,7.6244153693520085,11.086797855354712,13.94269357303619,14.138632067566531,11.692996124620194,13.691972476964962,9.694272934310867,7.369484404291916,3.323513192704122,1.4674044135765232,3.7481060266508788,4.534033664574599,8.11505933025092,10.269465739762794,14.58167169223192,14.12142718256989,12.156532000573414,11.915946393393764,8.872276245424297,East Godavari,
6,5.227410992687528,3.333698239226557,0.466859123774848,0.19856850288132116,0.10783354551175976,0.02561401566635296,9.090328066798268,11.725750916877299,11.992780111398778,14.872297615606469,9.915101650891648,12.351239306514783,12.899709346305915,5.264029996084428,0.30387689961192804,0.01586487821778318,0.44915708788696856,1.9719129063934326,3.9091565548783564,11.01880257566157,10.925600444447166,13.206593808489997,11.521974755892286,12.827300372901002,10.843721466101663,8.419477692564719,5.905090273207904,1.5665685520821138,3.4077821716820695,7.525680067733084,11.105220245306954,9.643252582529186,11.24438526682205,12.5074742977099,13.945035988331185,11.15860819152228,11.096315557496238,7.653964333523975,0.30056765416761416,1.0106895286358852,3.319895694315457,3.0191320569827114,12.569884357632365,6.19320323823229,12.984156114121227,12.449725193061854,10.667814685207144,8.56540806934031,11.007086636449175,8.126778311469723,1.8884016096859921,1.8629741470324737,2.6254293486839746,4.203459881877086,9.381239819023046,13.518571454928985,16.109674475242763,14.2786443541063,13.065935952865617,14.927281635598401,9.847281389594443,6.78064465341114,3.033088108372944,1.7825467561301096,2.7957926760517107,2.641106197865089,8.065637304042449,10.123412239107646,14.708958439678772,14.5775834619729,11.059683269884797,10.874846216766391,12.085422419572058,Guntur,
7,4.986341994192043,4.884968362633684,0.03292926067545536,0.13958956132859338,0.09690715432470594,0.05604995079065745,7.211802563050758,10.662823269153288,12.374193826890258,14.420992377920793,10.958585191816635,12.846808290944416,12.945194220174526,6.667764268919669,0.5933814790222006,0.1547583384184069,0.8554605449969944,1.2737851843544412,4.618557854980268,12.196271738826246,9.875105127077664,13.91109757983743,12.0167170763251,12.561912446199974,12.546856795281927,9.689808579237214,6.287386681307613,2.135850432233073,4.105326756758324,6.706351465119501,10.556937606198122,9.510512599305322,10.70970967464131,12.539891129888558,14.049579958077132,11.971621925609139,11.878976797095447,8.09241193458334,0.36494785024481063,1.2685300777869855,3.0754164355515803,3.4875009137948143,12.916158213513201,6.952266720926733,13.60618577812041,12.90538465393041,10.742228188612424,8.567986117694149,11.629987394512261,7.454396703440449,1.9701188551501223,1.4130928521830315,2.868880909920543,4.415556247785995,9.007097338617289,12.303461118545593,16.479760936090297,14.36601446843605,12.601154537726089,14.43372639345303,9.174692840208765,7.57770347146585,3.4548546312423016,2.2372910934886243,3.049472038095421,2.815822891487596,7.260588794066333,11.935278922717783,15.114885213270496,13.870258272581763,11.81331253171164,12.557952596337811,11.81962330177872,Krishna,
8,2.323134809009587,1.4586306288754287,0.34510771949191144,0.08345365676158181,0.9946879838998713,1.54942820574155,8.11485199637226,13.204199405627328,12.421233198743018,14.930021369779022,10.807292793653323,10.98061917629682,13.374047731545115,2.7364975031611976,1.6952732491699782,0.06365417514724106,0.7972562560434687,2.552367686138744,5.819840275007292,11.441762703533854,13.708601309614842,13.801500628435964,11.143284494664902,13.50351804714079,7.633754361438151,6.611620802538449,5.766437856691274,1.9968262824825747,2.436014121001176,7.227514081697543,10.197831737661234,9.404615992700549,11.130465427150504,12.948798956297784,14.269669050525136,10.986277265327644,11.960129926058471,4.388220926281564,1.1373985078134001,2.545645281532532,3.6242562945018912,2.414585597872026,10.97136828921749,7.111828044807882,12.873011256060437,13.076134565580535,10.527038063690563,10.412813605151282,11.947413238232633,6.356990102662857,0.9206166490293279,1.4973393431302306,2.968297268353547,3.894394822989861,9.10387090312202,14.296557770882568,16.58681168941497,15.013178294491821,14.096143244081711,14.048207890568563,7.893278261020259,5.672898004473029,1.6465779192897316,1.9646591443128905,2.363223430304901,1.3301054500226541,9.75866714324117,10.572454179542545,15.763564305009934,15.537795538147433,11.580040208064325,10.772620628419041,8.178060835722574,Kurnool,
9,3.361314451322213,2.849864011525846,0.41933697371082823,0.034029021992356176,0.36020616882292916,1.5909671169645876,5.4014734320358535,11.78323161690331,11.691108942320716,13.776151805336722,8.963603814202964,11.66444599288987,12.161399285507635,4.528707308283796,0.1390750608522136,0.03667374584983185,0.6371353308279456,2.1091453427119817,4.249255598149886,7.9719465675145855,6.863526738357592,13.054526846394282,9.624798990110634,10.78834269530533,11.769751392331997,6.1593644976909845,5.322427620850639,1.8166504128234466,3.430048776031222,6.977627557623804,9.183364016238855,7.225436261611229,4.838362526202521,11.559689985433165,13.874977830724612,10.418859364497687,11.208790561798077,5.457127703002035,0.5104234385978141,1.9563808721389282,4.485947180931006,2.9565358939239115,11.14779862539616,3.265202249773594,10.473637595610656,11.63616314556457,9.00127628318955,9.695838194380482,12.064286620633828,6.999446765098487,2.0398337830028543,0.5011306149173306,2.3798945880865223,3.4790732191528053,7.569735803144085,12.5393972857411,15.882453027601542,13.189005997124319,12.48771151446422,13.105083307895157,9.190594354103688,4.913223691795223,2.760887307573222,3.183335303129937,1.786996079500508,3.52996495695571,6.281293409543911,8.378982874370713,14.487358618754449,14.658673425365123,12.299416311801137,9.766523560338472,11.815242890423942,Nellore,
